respondent_id,annual_salary_usd,salary_change_yoy_pct,job_satisfaction_score,career_growth_outlook,ai_job_replacement_fear,job_search_status,received_ai_related_promotion,work_life_balance_score,burnout_level
R06490,159100.0,-14.5,4,Negative,Neutral,Recently changed,No,5,Moderate
R06491,153700.0,9.0,4,Very negative,Somewhat likely,Not looking,No,4,Moderate
R06492,118400.0,9.0,4,Neutral,Neutral,Not looking,No,4,Moderate
R06493,27600.0,12.5,2,Very negative,Unlikely,Not looking,No,4,Moderate
R06494,84800.0,4.5,3,Positive,Somewhat likely,Not looking,No,2,Moderate
R06495,114900.0,4.2,4,Positive,Neutral,Open to offers,Yes,5,None
R06496,124800.0,12.5,3,Positive,Very unlikely,Open to offers,Yes,5,Moderate
R06497,166000.0,1.5,5,Positive,Very unlikely,Actively looking,No,1,Mild
R06498,308400.0,16.4,4,Positive,Very likely,Open to offers,No,2,Mild
R06499,43500.0,4.0,4,Positive,Unlikely,Actively looking,No,4,Mild
R06500,64400.0,13.3,5,Neutral,Unlikely,Open to offers,No,5,Mild
R06501,22500.0,-19.1,3,Positive,Somewhat likely,Not looking,No,4,Mild
R06502,94200.0,12.7,4,Positive,Neutral,Not looking,Yes,4,None
R06503,137100.0,11.8,5,Positive,Very likely,Not looking,No,4,None
R06504,102100.0,7.2,4,Positive,Somewhat likely,Actively looking,Yes,5,None
R06505,110800.0,8.3,5,Neutral,Neutral,Open to offers,Yes,1,Severe
R06506,37400.0,16.6,5,Positive,Neutral,Open to offers,Yes,5,Mild
R06507,288300.0,-5.1,5,Negative,Unlikely,Open to offers,No,5,Severe
R06508,143000.0,3.2,4,Very positive,Unlikely,Not looking,Yes,4,Mild
R06509,134900.0,-2.8,4,Positive,Unlikely,Not looking,Yes,3,Moderate
R06510,207600.0,19.3,5,Neutral,Neutral,Open to offers,No,3,Mild
R06511,238800.0,10.7,4,Neutral,Unlikely,Not looking,No,5,Moderate
R06512,166300.0,9.1,3,Positive,Somewhat likely,Not looking,No,3,Moderate
R06513,166000.0,3.8,5,Negative,Somewhat likely,Open to offers,Yes,3,Mild
R06514,55700.0,6.0,5,Neutral,Unlikely,Not looking,Yes,4,Moderate
R06515,53700.0,-7.7,1,Negative,Somewhat likely,Open to offers,No,2,Moderate
R06516,35700.0,-1.3,5,Positive,Unlikely,Open to offers,Yes,4,Mild
R06517,290600.0,15.1,5,Very positive,Very unlikely,Actively looking,No,4,Mild
R06518,164800.0,10.8,4,Positive,Somewhat likely,Open to offers,No,3,Moderate
R06519,149500.0,10.8,4,Very negative,Very unlikely,Not looking,Yes,3,Severe
R06520,58900.0,2.3,4,Positive,Unlikely,Open to offers,No,3,Moderate
R06521,47500.0,8.2,5,Positive,Unlikely,Open to offers,No,4,Mild
R06522,134000.0,-3.5,3,Positive,Somewhat likely,Not looking,No,2,Mild
R06523,95900.0,-5.3,3,Positive,Very likely,Not looking,No,4,None
R06524,183700.0,8.2,4,Neutral,Very unlikely,Actively looking,No,2,Moderate
R06525,220000.0,2.7,4,Negative,Very likely,Actively looking,No,1,Mild
R06526,70100.0,1.1,4,Positive,Very unlikely,Open to offers,No,3,Severe
R06527,48300.0,9.4,4,Very positive,Unlikely,Not looking,No,4,None
R06528,48800.0,3.6,3,Positive,Very unlikely,Not looking,No,4,None
R06529,112500.0,5.4,4,Neutral,Very unlikely,Open to offers,No,1,Mild
R06530,155800.0,-2.9,4,Positive,Neutral,Recently changed,No,3,Severe
R06531,46500.0,2.4,5,Positive,Neutral,Actively looking,No,4,Mild
R06532,212300.0,-13.9,5,Neutral,Very unlikely,Open to offers,No,4,Mild
R06533,39700.0,16.0,5,Positive,Unlikely,Actively looking,No,5,Moderate
R06534,199200.0,9.8,1,Very negative,Neutral,Open to offers,No,4,Moderate
R06535,52800.0,3.8,4,Positive,Unlikely,Not looking,No,4,Severe
R06536,226000.0,18.1,3,Neutral,Somewhat likely,Not looking,No,4,None
R06537,31700.0,2.7,4,Very positive,Neutral,Not looking,No,3,None
R06538,157400.0,-1.7,4,Positive,Unlikely,Open to offers,No,3,Mild
R06539,183600.0,0.3,3,Negative,Unlikely,Actively looking,No,3,None
R06540,38300.0,-2.1,5,Neutral,Unlikely,Open to offers,No,2,Severe
R06541,46300.0,2.3,1,Very positive,Neutral,Not looking,Yes,4,Moderate
R06542,223800.0,-2.5,3,Positive,Somewhat likely,Not looking,No,4,None
R06543,36100.0,3.7,5,Neutral,Neutral,Not looking,No,3,Moderate
R06544,55900.0,3.5,5,Very negative,Neutral,Not looking,No,1,Mild
R06545,34200.0,-0.6,5,Neutral,Unlikely,Not looking,No,3,None
R06546,143900.0,8.8,4,Positive,Somewhat likely,Not looking,No,3,None
R06547,45500.0,-2.4,2,Neutral,Very unlikely,Actively looking,No,1,Mild
R06548,62600.0,10.7,3,Positive,Somewhat likely,Not looking,No,4,Mild
R06549,137100.0,12.9,2,Neutral,Somewhat likely,Open to offers,No,2,Mild
R06550,69900.0,11.9,2,Positive,Neutral,Actively looking,No,5,Mild
R06551,167000.0,1.1,4,Neutral,Very unlikely,Not looking,Yes,4,Moderate
R06552,78300.0,6.2,1,Very positive,Unlikely,Open to offers,No,4,None
R06553,5000.0,10.3,5,Very positive,Somewhat likely,Not looking,No,5,Moderate
R06554,178100.0,7.1,2,Negative,Very unlikely,Not looking,No,2,Mild
R06555,76600.0,1.6,4,Positive,Unlikely,Actively looking,No,4,Mild
R06556,19900.0,17.8,2,Negative,Somewhat likely,Actively looking,Yes,1,None
R06557,138600.0,0.8,5,Negative,Neutral,Open to offers,No,2,Severe
R06558,167000.0,5.7,5,Positive,Somewhat likely,Not looking,No,5,Moderate
R06559,220100.0,6.9,4,Very negative,Somewhat likely,Open to offers,No,5,Severe
R06560,255000.0,6.7,3,Neutral,Somewhat likely,Not looking,Yes,1,Moderate
R06561,231000.0,5.6,5,Neutral,Neutral,Actively looking,No,3,None
R06562,118900.0,3.9,4,Very positive,Unlikely,Not looking,Yes,2,Mild
R06563,28600.0,8.1,4,Negative,Very unlikely,Not looking,Yes,3,Moderate
R06564,184600.0,11.3,3,Neutral,Unlikely,Open to offers,No,5,Severe
R06565,119500.0,10.4,2,Neutral,Very likely,Not looking,No,3,Mild
R06566,64300.0,9.1,4,Positive,Neutral,Open to offers,Yes,3,Severe
R06567,177100.0,0.7,4,Neutral,Unlikely,Open to offers,No,3,Moderate
R06568,34600.0,-6.9,4,Negative,Very unlikely,Recently changed,No,3,Mild
R06569,67100.0,16.6,3,Very negative,Neutral,Recently changed,No,3,Mild
R06570,113000.0,15.3,3,Neutral,Somewhat likely,Not looking,No,5,Mild
R06571,104800.0,-2.4,5,Negative,Very unlikely,Open to offers,No,3,Mild
R06572,32600.0,-0.2,3,Neutral,Neutral,Not looking,No,5,None
R06573,436400.0,-11.7,4,Very negative,Somewhat likely,Open to offers,No,4,Mild
R06574,22900.0,16.5,5,Neutral,Unlikely,Not looking,No,4,Moderate
R06575,143400.0,11.4,2,Positive,Unlikely,Open to offers,No,2,Mild
R06576,65800.0,4.5,4,Negative,Neutral,Recently changed,No,4,Mild
R06577,63600.0,2.2,3,Positive,Neutral,Not looking,No,4,Mild
R06578,24800.0,8.4,5,Positive,Neutral,Not looking,No,2,Mild
R06579,178600.0,6.0,4,Neutral,Very unlikely,Not looking,Yes,3,Moderate
R06580,143100.0,0.4,4,Positive,Very likely,Not looking,Yes,4,Mild
R06581,157800.0,17.1,2,Positive,Very unlikely,Recently changed,No,2,Moderate
R06582,20200.0,6.7,4,Very positive,Unlikely,Actively looking,No,4,Mild
R06583,127100.0,17.3,4,Positive,Unlikely,Actively looking,No,1,Mild
R06584,12100.0,-2.4,1,Neutral,Very unlikely,Open to offers,Yes,3,Moderate
R06585,302700.0,7.1,5,Positive,Neutral,Not looking,No,4,Mild
R06586,200200.0,2.1,5,Neutral,Very unlikely,Not looking,Yes,5,Mild
R06587,178600.0,-4.0,3,Neutral,Unlikely,Not looking,No,1,Moderate
R06588,192000.0,7.4,3,Positive,Somewhat likely,Not looking,No,5,Moderate
R06589,171300.0,4.1,4,Very negative,Neutral,Actively looking,No,4,None
R06590,167900.0,17.7,3,Positive,Neutral,Not looking,No,4,Mild
R06591,160200.0,10.8,5,Very negative,Neutral,Open to offers,No,2,Mild
R06592,13500.0,-10.5,2,Positive,Unlikely,Recently changed,No,2,Mild
R06593,21200.0,8.1,5,Negative,Somewhat likely,Actively looking,No,4,Mild
R06594,74900.0,-9.7,4,Neutral,Unlikely,Actively looking,No,4,Mild
R06595,147600.0,2.7,4,Neutral,Somewhat likely,Not looking,Yes,2,Moderate
R06596,77200.0,10.4,2,Very negative,Very likely,Actively looking,No,5,Moderate
R06597,54000.0,12.0,4,Positive,Neutral,Recently changed,No,3,Severe
R06598,87300.0,16.4,1,Negative,Unlikely,Open to offers,No,3,Mild
R06599,113900.0,11.3,4,Negative,Somewhat likely,Open to offers,No,4,Mild
R06600,103600.0,0.6,4,Neutral,Neutral,Open to offers,No,4,Moderate
R06601,159000.0,-11.7,4,Very negative,Neutral,Open to offers,No,1,Severe
R06602,29800.0,1.4,4,Positive,Unlikely,Open to offers,Yes,4,None
R06603,172600.0,-4.8,2,Negative,Unlikely,Open to offers,Yes,5,Moderate
R06604,72200.0,11.8,5,Positive,Neutral,Actively looking,No,4,Moderate
R06605,63100.0,7.2,3,Very positive,Very unlikely,Open to offers,No,3,Severe
R06606,110700.0,11.0,4,Very positive,Somewhat likely,Not looking,No,3,Severe
R06607,23500.0,8.3,3,Positive,Neutral,Not looking,Yes,5,Mild
R06608,111800.0,-5.3,2,Negative,Neutral,Actively looking,No,1,Severe
R06609,223000.0,-7.2,4,Neutral,Very unlikely,Not looking,No,4,Moderate
R06610,23600.0,13.2,4,Very positive,Very likely,Open to offers,No,4,Mild
R06611,301600.0,13.0,5,Neutral,Very unlikely,Actively looking,Yes,4,Mild
R06612,43500.0,12.6,5,Very negative,Somewhat likely,Not looking,No,5,Mild
R06613,46900.0,12.7,4,Positive,Very likely,Actively looking,No,3,Moderate
R06614,346400.0,13.7,4,Negative,Neutral,Open to offers,No,4,Mild
R06615,82700.0,13.7,3,Positive,Unlikely,Not looking,No,3,Mild
R06616,55600.0,0.8,4,Neutral,Unlikely,Open to offers,Yes,3,Moderate
R06617,64800.0,9.7,5,Negative,Very unlikely,Actively looking,Yes,3,Mild
R06618,286600.0,-5.0,3,Negative,Neutral,Not looking,Yes,4,Mild
R06619,163700.0,9.7,3,Positive,Unlikely,Not looking,Yes,4,Mild
R06620,134900.0,10.4,2,Negative,Somewhat likely,Open to offers,No,1,Moderate
R06621,103700.0,8.4,2,Very positive,Unlikely,Not looking,No,5,Moderate
R06622,148500.0,3.3,4,Very positive,Somewhat likely,Not looking,No,4,Severe
R06623,64900.0,17.4,3,Neutral,Unlikely,Not looking,Yes,3,Mild
R06624,59100.0,6.2,3,Positive,Neutral,Not looking,No,5,Moderate
R06625,211800.0,7.7,4,Negative,Unlikely,Not looking,Yes,5,None
R06626,125200.0,2.0,4,Very negative,Very unlikely,Not looking,No,4,Moderate
R06627,70400.0,11.8,4,Negative,Somewhat likely,Not looking,Yes,4,Mild
R06628,187000.0,0.6,5,Negative,Somewhat likely,Not looking,No,4,Severe
R06629,283800.0,9.8,3,Neutral,Very unlikely,Actively looking,No,3,Mild
R06630,62500.0,3.2,5,Positive,Neutral,Actively looking,No,4,Mild
R06631,182200.0,-0.9,4,Neutral,Unlikely,Not looking,No,3,None
R06632,140000.0,9.0,2,Positive,Neutral,Recently changed,Yes,5,Mild
R06633,162700.0,11.0,5,Neutral,Neutral,Open to offers,No,4,Moderate
R06634,95600.0,8.1,3,Very negative,Neutral,Recently changed,No,4,Mild
R06635,207400.0,8.0,4,Neutral,Neutral,Not looking,No,4,Mild
R06636,182600.0,4.3,5,Negative,Neutral,Not looking,No,4,Mild
R06637,220000.0,10.5,4,Positive,Unlikely,Recently changed,No,3,Moderate
R06638,178800.0,9.7,5,Positive,Unlikely,Not looking,No,2,Severe
R06639,273200.0,1.0,4,Positive,Very likely,Recently changed,No,5,Moderate
R06640,65300.0,-5.9,4,Negative,Unlikely,Open to offers,Yes,3,Mild
R06641,97700.0,7.2,4,Neutral,Unlikely,Actively looking,No,4,Severe
R06642,77400.0,12.3,4,Positive,Neutral,Not looking,No,3,None
R06643,105900.0,-5.9,5,Negative,Neutral,Not looking,No,4,Moderate
R06644,218700.0,-1.9,5,Positive,Unlikely,Open to offers,No,1,Mild
R06645,53000.0,-8.3,5,Neutral,Very unlikely,Actively looking,No,4,Severe
R06646,255500.0,-7.4,2,Positive,Neutral,Not looking,No,3,Moderate
R06647,246800.0,-13.3,3,Neutral,Neutral,Not looking,Yes,4,None
R06648,37100.0,-9.5,4,Positive,Unlikely,Open to offers,No,3,Severe
R06649,54700.0,4.2,4,Negative,Somewhat likely,Not looking,No,5,Severe
R06650,119500.0,0.2,5,Very positive,Neutral,Open to offers,Yes,2,Moderate
R06651,29000.0,-0.1,4,Negative,Somewhat likely,Not looking,Yes,4,Mild
R06652,32800.0,2.4,2,Negative,Unlikely,Open to offers,No,5,Moderate
R06653,129000.0,2.4,5,Positive,Neutral,Open to offers,No,4,Mild
R06654,189500.0,-13.2,5,Negative,Unlikely,Not looking,No,3,Severe
R06655,128600.0,9.5,3,Neutral,Very unlikely,Open to offers,No,3,Mild
R06656,152300.0,1.5,4,Positive,Neutral,Actively looking,No,5,Mild
R06657,178100.0,8.5,4,Very negative,Unlikely,Recently changed,No,2,Moderate
R06658,54900.0,12.6,1,Negative,Unlikely,Not looking,No,2,Moderate
R06659,75800.0,8.2,5,Positive,Somewhat likely,Not looking,No,2,Severe
R06660,51600.0,2.6,3,Positive,Neutral,Recently changed,No,5,Severe
R06661,160700.0,0.2,5,Neutral,Very unlikely,Not looking,Yes,4,Mild
R06662,53800.0,24.0,2,Positive,Somewhat likely,Not looking,Yes,3,Mild
R06663,148000.0,17.2,5,Positive,Very unlikely,Open to offers,No,4,Moderate
R06664,163600.0,7.7,3,Positive,Unlikely,Not looking,No,4,Moderate
R06665,66600.0,-9.7,4,Negative,Neutral,Not looking,Yes,4,Severe
R06666,50500.0,-1.4,3,Very positive,Unlikely,Not looking,Yes,5,Mild
R06667,72500.0,-0.1,3,Positive,Neutral,Actively looking,No,4,Severe
R06668,63900.0,-3.4,4,Neutral,Neutral,Not looking,No,5,Mild
R06669,138200.0,6.3,5,Positive,Neutral,Not looking,No,4,Severe
R06670,87700.0,6.2,3,Neutral,Unlikely,Not looking,No,3,Severe
R06671,140500.0,12.4,4,Negative,Unlikely,Recently changed,Yes,2,Mild
R06672,150900.0,-2.7,3,Positive,Unlikely,Not looking,No,2,Mild
R06673,98900.0,-4.4,5,Very positive,Very likely,Not looking,No,5,Moderate
R06674,169700.0,-2.1,4,Positive,Unlikely,Open to offers,No,4,Moderate
R06675,110400.0,1.9,4,Positive,Unlikely,Not looking,No,2,None
R06676,96200.0,-1.5,2,Neutral,Unlikely,Open to offers,No,4,Mild
R06677,163000.0,-8.5,4,Negative,Unlikely,Not looking,No,4,Moderate
R06678,231000.0,9.8,3,Neutral,Unlikely,Not looking,No,3,Moderate
R06679,126700.0,6.2,3,Positive,Very unlikely,Not looking,No,2,Severe
R06680,37900.0,1.6,3,Positive,Very unlikely,Not looking,No,2,Mild
R06681,165800.0,9.2,5,Positive,Neutral,Open to offers,No,3,Mild
R06682,85300.0,6.3,5,Neutral,Very unlikely,Not looking,Yes,3,None
R06683,176100.0,-12.7,2,Positive,Neutral,Not looking,No,3,Mild
R06684,305200.0,16.0,4,Neutral,Unlikely,Open to offers,No,3,Mild
R06685,101500.0,8.6,5,Neutral,Unlikely,Recently changed,Yes,1,Severe
R06686,27100.0,-0.9,4,Neutral,Unlikely,Not looking,No,5,Severe
R06687,85200.0,6.7,4,Positive,Unlikely,Actively looking,Yes,3,Moderate
R06688,74700.0,8.6,5,Positive,Neutral,Not looking,No,4,Moderate
R06689,26600.0,8.8,4,Positive,Neutral,Not looking,Yes,5,Severe
R06690,136000.0,8.2,4,Neutral,Somewhat likely,Actively looking,No,4,Moderate
R06691,64700.0,21.6,3,Neutral,Somewhat likely,Not looking,No,5,Severe
R06692,43200.0,1.8,4,Positive,Somewhat likely,Open to offers,No,1,Moderate
R06693,97600.0,1.8,5,Negative,Neutral,Actively looking,No,4,Mild
R06694,119100.0,2.1,3,Negative,Neutral,Actively looking,No,2,None
R06695,223500.0,-1.3,1,Positive,Unlikely,Not looking,No,5,Mild
R06696,95200.0,2.7,5,Negative,Very likely,Not looking,No,4,None
R06697,244400.0,-13.0,4,Positive,Neutral,Not looking,No,3,Moderate
R06698,139100.0,-0.6,3,Positive,Unlikely,Not looking,No,4,Mild
R06699,35200.0,5.2,4,Positive,Very unlikely,Recently changed,No,4,None
R06700,40800.0,9.2,3,Neutral,Neutral,Recently changed,No,4,Mild
R06701,62900.0,21.7,3,Very negative,Neutral,Actively looking,No,4,Mild
R06702,139400.0,3.9,5,Negative,Somewhat likely,Not looking,No,2,Severe
R06703,68700.0,-2.1,4,Positive,Very unlikely,Open to offers,No,4,Mild
R06704,109700.0,6.6,3,Neutral,Somewhat likely,Open to offers,Yes,3,Severe
R06705,135500.0,-3.7,3,Positive,Neutral,Not looking,No,3,None
R06706,150300.0,2.7,2,Very positive,Very unlikely,Not looking,No,4,None
R06707,22900.0,6.8,5,Very positive,Very likely,Not looking,Yes,2,Mild
R06708,166500.0,7.1,5,Very positive,Unlikely,Not looking,No,4,Mild
R06709,373000.0,-8.8,3,Positive,Neutral,Open to offers,No,1,Mild
R06710,169600.0,3.4,5,Neutral,Neutral,Not looking,No,4,Mild
R06711,108800.0,10.3,4,Very negative,Very likely,Open to offers,No,3,Moderate
R06712,263400.0,-1.8,4,Positive,Neutral,Open to offers,Yes,4,Severe
R06713,9200.0,-2.1,4,Very positive,Neutral,Not looking,Yes,3,Mild
R06714,173200.0,3.7,2,Negative,Neutral,Actively looking,Yes,3,None
R06715,244700.0,4.4,3,Negative,Unlikely,Not looking,No,5,Mild
R06716,52000.0,8.8,2,Negative,Neutral,Not looking,No,5,None
R06717,61300.0,10.1,2,Very positive,Somewhat likely,Not looking,No,2,Severe
R06718,197500.0,12.1,1,Positive,Neutral,Not looking,No,3,Moderate
R06719,174400.0,15.5,5,Positive,Unlikely,Not looking,No,3,Mild
R06720,164700.0,-2.1,5,Positive,Very unlikely,Open to offers,No,2,Mild
R06721,131700.0,2.1,4,Neutral,Neutral,Actively looking,Yes,3,Mild
R06722,447600.0,28.7,2,Very positive,Very unlikely,Not looking,No,5,Moderate
R06723,47800.0,9.9,2,Very positive,Unlikely,Open to offers,No,5,Moderate
R06724,167700.0,-4.8,5,Neutral,Unlikely,Open to offers,No,4,Severe
R06725,211700.0,3.5,5,Positive,Very likely,Not looking,No,3,Mild
R06726,243200.0,-2.9,4,Very positive,Very likely,Open to offers,No,2,Severe
R06727,62800.0,6.1,4,Very positive,Very unlikely,Not looking,Yes,3,Severe
R06728,183300.0,0.4,4,Negative,Neutral,Open to offers,Yes,3,Mild
R06729,62500.0,-3.2,4,Neutral,Somewhat likely,Actively looking,No,4,Moderate
R06730,24600.0,-4.2,2,Positive,Neutral,Actively looking,No,3,Mild
R06731,42200.0,-10.7,5,Neutral,Unlikely,Not looking,No,4,None
R06732,116400.0,3.6,4,Positive,Unlikely,Recently changed,No,4,None
R06733,92400.0,5.5,3,Negative,Very unlikely,Not looking,No,3,Moderate
R06734,26100.0,6.3,1,Negative,Somewhat likely,Actively looking,Yes,5,Moderate
R06735,19200.0,1.4,4,Positive,Neutral,Open to offers,No,3,None
R06736,62900.0,5.5,5,Negative,Very likely,Not looking,No,1,Mild
R06737,196700.0,3.0,2,Positive,Neutral,Not looking,No,3,Mild
R06738,47900.0,21.3,4,Neutral,Very unlikely,Recently changed,No,3,Mild
R06739,308000.0,10.3,5,Positive,Unlikely,Recently changed,Yes,3,None
R06740,110400.0,13.8,4,Neutral,Unlikely,Open to offers,No,2,Moderate
R06741,24500.0,6.4,3,Positive,Unlikely,Not looking,Yes,3,None
R06742,59200.0,12.3,1,Very positive,Unlikely,Open to offers,No,5,Moderate
R06743,55100.0,13.0,2,Neutral,Neutral,Not looking,No,4,Mild
R06744,196500.0,6.4,3,Positive,Neutral,Open to offers,No,3,Moderate
R06745,105300.0,8.9,4,Positive,Neutral,Not looking,No,5,None
R06746,68000.0,3.2,4,Positive,Unlikely,Not looking,No,4,Mild
R06747,100500.0,8.6,3,Neutral,Neutral,Open to offers,No,4,None
R06748,87000.0,-11.0,3,Positive,Neutral,Open to offers,No,5,Mild
R06749,39600.0,-5.6,5,Positive,Very unlikely,Actively looking,No,2,None
R06750,57300.0,-4.7,2,Negative,Somewhat likely,Open to offers,Yes,2,None
R06751,38100.0,-1.6,5,Neutral,Unlikely,Not looking,No,3,Moderate
R06752,173500.0,-2.4,3,Very positive,Neutral,Not looking,No,4,None
R06753,37700.0,-0.9,3,Very positive,Neutral,Not looking,No,3,Mild
R06754,24400.0,3.9,4,Positive,Unlikely,Not looking,No,2,Mild
R06755,27700.0,-1.3,3,Negative,Unlikely,Recently changed,No,4,Severe
R06756,30000.0,23.2,5,Neutral,Very likely,Not looking,No,4,None
R06757,101100.0,14.3,2,Neutral,Unlikely,Not looking,Yes,3,Mild
R06758,163000.0,11.1,5,Very positive,Unlikely,Not looking,No,4,None
R06759,25900.0,-6.5,5,Neutral,Neutral,Not looking,No,4,Moderate
R06760,43700.0,10.9,4,Positive,Unlikely,Not looking,Yes,5,Mild
R06761,98500.0,2.5,5,Neutral,Neutral,Open to offers,No,5,Mild
R06762,59400.0,10.9,4,Positive,Neutral,Recently changed,No,2,Mild
R06763,72400.0,8.8,3,Positive,Unlikely,Actively looking,No,3,Mild
R06764,183900.0,-11.5,4,Positive,Unlikely,Open to offers,No,5,Moderate
R06765,108900.0,1.5,2,Positive,Neutral,Actively looking,No,4,None
R06766,23100.0,-1.6,5,Very positive,Unlikely,Recently changed,Yes,3,Mild
R06767,344600.0,10.3,4,Neutral,Unlikely,Actively looking,No,4,Severe
R06768,160500.0,14.4,5,Neutral,Somewhat likely,Open to offers,No,2,Mild
R06769,162300.0,-4.1,3,Positive,Very unlikely,Not looking,Yes,3,Moderate
R06770,170500.0,15.3,3,Very negative,Neutral,Not looking,No,3,Mild
R06771,50500.0,1.4,5,Negative,Very unlikely,Open to offers,No,2,Severe
R06772,115100.0,1.7,5,Neutral,Unlikely,Recently changed,No,2,Moderate
R06773,78200.0,7.5,5,Very negative,Unlikely,Not looking,No,2,None
R06774,111000.0,2.6,2,Neutral,Neutral,Actively looking,No,4,Severe
R06775,53300.0,3.9,2,Positive,Unlikely,Open to offers,No,3,Mild
R06776,303500.0,12.9,2,Very positive,Very likely,Not looking,No,4,None
R06777,51900.0,14.8,5,Neutral,Neutral,Not looking,No,5,None
R06778,179600.0,11.6,4,Positive,Neutral,Recently changed,No,3,Mild
R06779,144400.0,10.6,4,Neutral,Very unlikely,Actively looking,No,2,Mild
R06780,92700.0,12.0,3,Positive,Neutral,Open to offers,No,1,Moderate
R06781,115100.0,-6.1,4,Very negative,Very unlikely,Not looking,Yes,4,Severe
R06782,111200.0,15.1,4,Positive,Very unlikely,Actively looking,No,3,Moderate
R06783,100800.0,-1.1,4,Neutral,Very unlikely,Not looking,No,5,Moderate
R06784,25000.0,3.4,4,Positive,Very unlikely,Recently changed,No,2,Moderate
R06785,203100.0,-0.9,5,Positive,Very likely,Actively looking,No,2,Mild
R06786,90500.0,8.8,5,Positive,Very unlikely,Not looking,Yes,3,Mild
R06787,72200.0,0.8,2,Positive,Unlikely,Open to offers,Yes,4,Moderate
R06788,125600.0,13.2,4,Very positive,Very unlikely,Not looking,No,4,Moderate
R06789,50700.0,4.6,3,Negative,Very unlikely,Open to offers,No,2,None
R06790,28100.0,6.4,2,Negative,Unlikely,Recently changed,No,5,Moderate
R06791,174800.0,8.5,3,Positive,Very unlikely,Open to offers,No,2,Moderate
R06792,142400.0,5.7,2,Negative,Very unlikely,Not looking,No,5,Moderate
R06793,81000.0,-0.2,5,Positive,Somewhat likely,Open to offers,No,4,None
R06794,56300.0,-0.3,5,Positive,Neutral,Not looking,No,5,None
R06795,31500.0,14.7,3,Positive,Somewhat likely,Not looking,Yes,3,Moderate
R06796,158000.0,-0.7,2,Positive,Unlikely,Recently changed,No,3,Moderate
R06797,408700.0,4.8,2,Very positive,Neutral,Open to offers,Yes,5,Mild
R06798,33700.0,5.0,3,Neutral,Neutral,Not looking,No,4,Mild
R06799,17100.0,7.1,3,Neutral,Unlikely,Recently changed,No,4,Mild
R06800,264900.0,-3.2,2,Neutral,Somewhat likely,Actively looking,No,2,Moderate
R06801,172100.0,-0.9,3,Negative,Neutral,Not looking,No,4,Moderate
R06802,91500.0,-11.6,1,Negative,Neutral,Not looking,No,1,Mild
R06803,28700.0,5.2,4,Very negative,Neutral,Not looking,No,4,Mild
R06804,60600.0,11.4,2,Very negative,Neutral,Not looking,No,2,Moderate
R06805,134600.0,6.4,5,Very positive,Neutral,Open to offers,No,4,Moderate
R06806,150700.0,-1.5,3,Positive,Somewhat likely,Not looking,No,4,Severe
R06807,29600.0,13.0,5,Very positive,Very likely,Not looking,No,4,Severe
R06808,43700.0,-3.8,5,Very negative,Unlikely,Actively looking,No,2,None
R06809,72700.0,-1.4,5,Negative,Very unlikely,Actively looking,No,3,None
R06810,127400.0,-4.4,4,Positive,Neutral,Recently changed,No,5,Moderate
R06811,67700.0,6.1,4,Positive,Very unlikely,Not looking,No,5,Moderate
R06812,128100.0,12.9,3,Positive,Unlikely,Not looking,Yes,4,None
R06813,63100.0,8.0,3,Neutral,Neutral,Not looking,Yes,4,Moderate
R06814,73600.0,4.0,4,Neutral,Very unlikely,Open to offers,Yes,4,Mild
R06815,26900.0,0.5,4,Positive,Very likely,Not looking,No,4,Mild
R06816,53600.0,9.0,5,Very positive,Neutral,Not looking,No,3,Moderate
R06817,135100.0,-0.2,3,Neutral,Unlikely,Not looking,No,1,None
R06818,27200.0,4.9,4,Very negative,Unlikely,Not looking,No,2,Mild
R06819,71200.0,4.4,1,Positive,Unlikely,Actively looking,No,4,Mild
R06820,56600.0,16.1,5,Very positive,Unlikely,Not looking,No,3,Moderate
R06821,288700.0,11.8,4,Negative,Unlikely,Not looking,No,3,Severe
R06822,176900.0,4.5,4,Neutral,Very unlikely,Open to offers,No,5,Mild
R06823,56600.0,3.0,4,Negative,Somewhat likely,Not looking,Yes,5,Moderate
R06824,19100.0,-7.7,4,Very negative,Unlikely,Recently changed,Yes,4,Moderate
R06825,211000.0,-4.5,1,Negative,Neutral,Recently changed,No,4,Moderate
R06826,104800.0,4.9,5,Positive,Unlikely,Not looking,No,5,Moderate
R06827,192700.0,-8.8,2,Neutral,Unlikely,Not looking,No,4,Moderate
R06828,39800.0,-0.3,4,Positive,Neutral,Open to offers,No,4,Severe
R06829,25300.0,-3.7,5,Negative,Very likely,Not looking,No,5,Mild
R06830,28300.0,12.6,2,Negative,Unlikely,Recently changed,No,2,None
R06831,163500.0,-4.4,3,Positive,Neutral,Recently changed,Yes,5,Mild
R06832,53400.0,8.0,2,Neutral,Somewhat likely,Not looking,Yes,4,Mild
R06833,95300.0,-2.2,5,Positive,Very unlikely,Open to offers,No,4,Severe
R06834,28800.0,3.2,5,Positive,Very unlikely,Not looking,No,5,None
R06835,50700.0,5.8,4,Positive,Very unlikely,Recently changed,No,2,Moderate
R06836,85400.0,8.8,3,Neutral,Neutral,Open to offers,No,2,Severe
R06837,62200.0,9.2,5,Very positive,Very unlikely,Open to offers,No,4,Moderate
R06838,102500.0,3.4,4,Very positive,Neutral,Not looking,No,3,None
R06839,198200.0,4.4,4,Very negative,Unlikely,Not looking,No,2,Mild
