respondent_id,survey_year,age,gender,country,education_level,job_role,industry,company_size,years_of_experience,remote_work_status
R07318,2025,18,Male,India,Master's,DevOps / MLOps Engineer,Consulting,11-50,17,Fully Remote
R07319,2026,41,Male,United States,Bachelor's,AI Ethics / Policy,Technology,1001-5000,9,Hybrid
R07320,2025,36,Male,United Kingdom,Bachelor's,Product Manager,Technology,201-1000,2,Hybrid
R07321,2024,33,Male,Japan,Bachelor's,Full-Stack Developer,Education,11-50,11,Fully Remote
R07322,2025,28,Male,India,Master's,Data Scientist,Healthcare,201-1000,6,Hybrid
R07323,2025,35,Male,United States,Bachelor's,AI Researcher,Consulting,5000+,5,Fully Remote
R07324,2025,44,Female,Brazil,Bachelor's,ML Engineer,Manufacturing,201-1000,8,Hybrid
R07325,2026,33,Male,Japan,Master's,Software Engineer,Legal,1001-5000,10,Fully Remote
R07326,2025,20,Male,United Kingdom,Master's,ML Engineer,Technology,1-10,12,On-site
R07327,2026,18,Male,India,Master's,ML Engineer,Healthcare,201-1000,16,Hybrid
R07328,2025,35,Male,Canada,Master's,Student / Intern,Healthcare,5000+,9,Fully Remote
R07329,2025,24,Female,United States,PhD,Software Engineer,Healthcare,1001-5000,2,Fully Remote
R07330,2026,31,Female,Australia,Self-taught / Bootcamp,Product Manager,Energy,11-50,5,Hybrid
R07331,2024,25,Male,Netherlands,Bachelor's,Data Scientist,Healthcare,5000+,35,Fully Remote
R07332,2024,24,Male,Japan,Self-taught / Bootcamp,Full-Stack Developer,Consulting,11-50,12,Fully Remote
R07333,2024,25,Male,India,Bachelor's,Business Analyst,Manufacturing,1001-5000,35,Hybrid
R07334,2025,26,Female,Kenya,PhD,ML Engineer,E-commerce,1-10,19,Fully Remote
R07335,2024,38,Male,South Africa,Master's,Data Scientist,Media & Entertainment,201-1000,8,Fully Remote
R07336,2026,36,Male,India,Bachelor's,Software Engineer,Finance & Banking,51-200,9,Hybrid
R07337,2025,22,Female,India,Master's,DevOps / MLOps Engineer,Technology,5000+,7,On-site
R07338,2025,23,Male,Japan,Self-taught / Bootcamp,Data Scientist,Agriculture,5000+,2,On-site
R07339,2024,35,Non-binary,Japan,Self-taught / Bootcamp,Data Scientist,Healthcare,201-1000,7,Fully Remote
R07340,2024,40,Male,Canada,Master's,Data Analyst,Finance & Banking,5000+,17,Fully Remote
R07341,2024,40,Prefer not to say,Indonesia,PhD,ML Engineer,Finance & Banking,51-200,4,Fully Remote
R07342,2025,23,Male,United States,Bachelor's,DevOps / MLOps Engineer,Education,201-1000,9,Fully Remote
R07343,2025,39,Male,Germany,Bachelor's,ML Engineer,Legal,5000+,13,Fully Remote
R07344,2025,18,Male,United States,Bachelor's,Student / Intern,Energy,1001-5000,3,Hybrid
R07345,2025,30,Male,United States,Master's,Data Analyst,Healthcare,201-1000,5,Fully Remote
R07346,2026,35,Male,United States,Master's,ML Engineer,Energy,201-1000,3,Fully Remote
R07347,2024,18,Male,Canada,Master's,Data Scientist,Healthcare,51-200,4,Hybrid
R07348,2026,48,Male,Brazil,Master's,Data Analyst,Technology,201-1000,3,Hybrid
R07349,2025,42,Male,United States,PhD,Full-Stack Developer,Technology,11-50,3,Hybrid
R07350,2025,37,Male,France,Master's,Data Analyst,Finance & Banking,1001-5000,19,Hybrid
R07351,2024,24,Male,Canada,PhD,ML Engineer,Retail,5000+,3,Fully Remote
R07352,2025,31,Female,India,PhD,Data Analyst,Agriculture,1-10,8,Fully Remote
R07353,2024,38,Male,United States,PhD,Software Engineer,Finance & Banking,1001-5000,5,On-site
R07354,2026,23,Non-binary,United States,PhD,AI Researcher,Healthcare,5000+,16,On-site
R07355,2025,30,Male,France,Bachelor's,Data Analyst,Legal,1-10,18,On-site
R07356,2026,39,Female,Australia,Master's,DevOps / MLOps Engineer,Telecom,201-1000,13,Hybrid
R07357,2025,20,Male,Australia,High School,Full-Stack Developer,Healthcare,5000+,9,Fully Remote
R07358,2024,34,Male,United States,PhD,UX Designer,Healthcare,201-1000,6,On-site
R07359,2025,18,Male,Sweden,Bachelor's,Full-Stack Developer,Energy,201-1000,3,Fully Remote
R07360,2024,24,Non-binary,United Kingdom,Self-taught / Bootcamp,Software Engineer,Technology,5000+,28,Hybrid
R07361,2026,27,Female,Singapore,Master's,Data Analyst,Automotive,5000+,4,Hybrid
R07362,2026,36,Female,United States,Bachelor's,DevOps / MLOps Engineer,Technology,1001-5000,11,Hybrid
R07363,2025,26,Female,Germany,Master's,ML Engineer,Retail,201-1000,15,On-site
R07364,2025,33,Female,Canada,PhD,Business Analyst,Technology,11-50,5,Hybrid
R07365,2025,26,Male,Singapore,Bachelor's,DevOps / MLOps Engineer,Agriculture,5000+,15,Fully Remote
R07366,2026,27,Female,France,Master's,DevOps / MLOps Engineer,Technology,51-200,12,Hybrid
R07367,2024,42,Male,United Kingdom,High School,Software Engineer,Agriculture,1-10,24,Fully Remote
R07368,2026,22,Female,India,PhD,Product Manager,Technology,1-10,5,Hybrid
R07369,2025,38,Male,Spain,Bachelor's,ML Engineer,Technology,11-50,3,Fully Remote
R07370,2026,31,Male,India,Master's,ML Engineer,Agriculture,5000+,5,Fully Remote
R07371,2026,27,Male,United States,Master's,Full-Stack Developer,Consulting,5000+,8,Hybrid
R07372,2026,22,Male,India,Bachelor's,Software Engineer,Telecom,1001-5000,7,On-site
R07373,2025,22,Female,India,Self-taught / Bootcamp,AI Researcher,Healthcare,11-50,5,On-site
R07374,2024,26,Male,United States,Master's,Software Engineer,Technology,5000+,1,On-site
R07375,2025,30,Prefer not to say,Japan,Bachelor's,ML Engineer,Technology,5000+,10,Hybrid
R07376,2025,36,Male,France,PhD,Full-Stack Developer,Retail,5000+,29,Hybrid
R07377,2026,29,Female,India,Self-taught / Bootcamp,Full-Stack Developer,Healthcare,11-50,10,Hybrid
R07378,2024,30,Female,China,Self-taught / Bootcamp,Data Engineer,Government,201-1000,11,On-site
R07379,2025,31,Male,Australia,Master's,Data Engineer,Media & Entertainment,1001-5000,11,On-site
R07380,2024,35,Female,Japan,Master's,Data Analyst,E-commerce,1001-5000,9,Hybrid
R07381,2026,37,Male,Brazil,Self-taught / Bootcamp,Full-Stack Developer,Telecom,1001-5000,14,Hybrid
R07382,2024,20,Male,Brazil,Bachelor's,Software Engineer,Manufacturing,1-10,9,On-site
R07383,2025,29,Male,United States,PhD,Data Scientist,Media & Entertainment,5000+,5,On-site
R07384,2024,41,Female,Singapore,Bachelor's,Business Analyst,Telecom,201-1000,4,Hybrid
R07385,2025,21,Male,Sweden,Master's,ML Engineer,Finance & Banking,11-50,6,Fully Remote
R07386,2026,32,Male,United States,Self-taught / Bootcamp,Data Analyst,Finance & Banking,1001-5000,9,On-site
R07387,2024,30,Male,South Korea,Master's,ML Engineer,Government,1-10,5,Hybrid
R07388,2024,27,Male,Canada,Master's,Data Analyst,Consulting,11-50,9,Hybrid
R07389,2024,44,Female,India,Bachelor's,UX Designer,Education,201-1000,10,Fully Remote
R07390,2025,32,Male,Indonesia,Bachelor's,Product Manager,Legal,201-1000,13,On-site
R07391,2025,44,Male,United States,High School,ML Engineer,Energy,201-1000,18,On-site
R07392,2024,32,Male,India,Self-taught / Bootcamp,Business Analyst,Consulting,51-200,7,Hybrid
R07393,2025,35,Male,Mexico,Master's,Data Engineer,Finance & Banking,1001-5000,2,Fully Remote
R07394,2024,27,Female,Germany,Bachelor's,ML Engineer,Finance & Banking,1-10,5,On-site
R07395,2026,27,Female,France,Master's,Full-Stack Developer,Healthcare,1001-5000,7,Hybrid
R07396,2026,35,Non-binary,Singapore,PhD,AI Researcher,Technology,5000+,2,On-site
R07397,2026,35,Male,United States,Bachelor's,Product Manager,Media & Entertainment,11-50,19,Hybrid
R07398,2026,36,Female,India,Bachelor's,AI Ethics / Policy,Healthcare,5000+,8,Fully Remote
R07399,2025,35,Female,Philippines,Master's,Data Scientist,Education,11-50,9,On-site
R07400,2025,21,Female,India,Bachelor's,DevOps / MLOps Engineer,Media & Entertainment,201-1000,19,Fully Remote
R07401,2025,25,Prefer not to say,Canada,Master's,Data Scientist,Technology,5000+,4,On-site
R07402,2024,38,Male,India,Self-taught / Bootcamp,Full-Stack Developer,Technology,1001-5000,11,On-site
R07403,2024,18,Male,UAE,Master's,UX Designer,Finance & Banking,51-200,6,Fully Remote
R07404,2024,34,Female,Israel,Master's,Data Scientist,Manufacturing,51-200,6,Fully Remote
R07405,2025,31,Male,United States,Master's,Data Scientist,E-commerce,51-200,4,Fully Remote
R07406,2025,38,Male,France,Bachelor's,Consultant,Automotive,51-200,23,Hybrid
R07407,2024,35,Male,Nigeria,PhD,Engineering Manager,Finance & Banking,5000+,5,Hybrid
R07408,2024,26,Male,Nigeria,Bachelor's,Engineering Manager,Technology,51-200,12,Hybrid
R07409,2025,26,Male,Germany,Self-taught / Bootcamp,AI Ethics / Policy,Technology,201-1000,1,On-site
R07410,2024,27,Prefer not to say,India,Bachelor's,AI Researcher,Finance & Banking,51-200,16,Hybrid
R07411,2026,36,Male,United Kingdom,Self-taught / Bootcamp,Student / Intern,Finance & Banking,1001-5000,15,Hybrid
R07412,2024,18,Female,Singapore,PhD,UX Designer,Healthcare,5000+,7,Hybrid
R07413,2025,33,Male,China,Bachelor's,Data Scientist,Education,51-200,6,Hybrid
R07414,2025,24,Male,Brazil,Bachelor's,Data Engineer,Finance & Banking,51-200,9,Hybrid
R07415,2024,33,Male,India,Bachelor's,Business Analyst,E-commerce,201-1000,35,Fully Remote
R07416,2025,34,Male,United States,Bachelor's,Data Scientist,E-commerce,1001-5000,2,Hybrid
R07417,2025,18,Male,South Africa,Master's,Full-Stack Developer,Finance & Banking,201-1000,12,Fully Remote
R07418,2026,30,Female,Germany,Master's,Data Analyst,Healthcare,11-50,3,Fully Remote
R07419,2025,33,Female,Netherlands,Master's,Data Engineer,Healthcare,11-50,7,Fully Remote
R07420,2024,32,Male,Australia,Bachelor's,Data Engineer,Automotive,51-200,6,On-site
R07421,2024,31,Male,Poland,Bachelor's,AI Ethics / Policy,Technology,5000+,5,Fully Remote
R07422,2024,22,Male,India,Master's,Data Scientist,Government,201-1000,7,Fully Remote
R07423,2024,23,Male,Germany,PhD,Business Analyst,Finance & Banking,201-1000,3,Fully Remote
R07424,2025,20,Female,Sweden,Master's,Software Engineer,Technology,51-200,15,On-site
R07425,2026,36,Female,Brazil,Bachelor's,Full-Stack Developer,Energy,1001-5000,2,Fully Remote
R07426,2025,31,Male,United States,Bachelor's,Product Manager,E-commerce,5000+,10,Fully Remote
R07427,2025,31,Female,India,Master's,AI Researcher,E-commerce,51-200,5,On-site
R07428,2025,18,Male,India,Master's,Data Scientist,Healthcare,1-10,3,Hybrid
R07429,2026,31,Male,China,Master's,Product Manager,Healthcare,1001-5000,8,Hybrid
R07430,2024,37,Male,India,Self-taught / Bootcamp,Data Analyst,Media & Entertainment,5000+,2,On-site
R07431,2026,18,Male,UAE,Master's,Software Engineer,Government,1001-5000,7,Hybrid
R07432,2026,27,Prefer not to say,United States,Bachelor's,Student / Intern,Consulting,201-1000,2,Hybrid
R07433,2024,19,Male,India,Bachelor's,Business Analyst,E-commerce,1001-5000,10,On-site
R07434,2024,28,Male,Mexico,Master's,AI Researcher,Media & Entertainment,5000+,3,Hybrid
R07435,2026,24,Male,Poland,PhD,Data Engineer,Government,1001-5000,5,Hybrid
R07436,2026,35,Male,United States,Self-taught / Bootcamp,ML Engineer,Manufacturing,201-1000,9,Fully Remote
R07437,2024,33,Male,India,Bachelor's,Product Manager,Technology,201-1000,4,Fully Remote
R07438,2025,42,Prefer not to say,Canada,High School,Data Engineer,Media & Entertainment,201-1000,7,Hybrid
R07439,2025,31,Female,United States,Self-taught / Bootcamp,Data Scientist,Manufacturing,1001-5000,2,Hybrid
R07440,2025,34,Female,South Africa,Bachelor's,ML Engineer,Technology,5000+,11,On-site
R07441,2025,27,Male,United Kingdom,PhD,Data Scientist,Manufacturing,1001-5000,25,On-site
R07442,2024,23,Male,Canada,Master's,Student / Intern,Energy,51-200,35,Hybrid
R07443,2025,38,Female,United States,Master's,Product Manager,Healthcare,51-200,7,Fully Remote
R07444,2026,41,Female,United States,Bachelor's,Data Analyst,Technology,201-1000,12,On-site
R07445,2026,37,Female,Germany,Master's,Software Engineer,Education,5000+,2,On-site
R07446,2024,33,Male,United States,PhD,Data Analyst,Finance & Banking,1-10,21,Hybrid
R07447,2026,24,Male,France,Master's,Full-Stack Developer,E-commerce,11-50,12,Hybrid
R07448,2024,41,Male,South Korea,Master's,Engineering Manager,Manufacturing,1001-5000,5,Hybrid
R07449,2025,36,Male,United States,PhD,Data Scientist,E-commerce,11-50,17,On-site
R07450,2026,48,Female,France,Master's,Software Engineer,Finance & Banking,1001-5000,6,Hybrid
R07451,2025,22,Male,Nigeria,PhD,ML Engineer,Telecom,5000+,5,On-site
R07452,2024,38,Male,Germany,Bachelor's,Data Analyst,Technology,1001-5000,10,Fully Remote
R07453,2024,36,Male,Israel,Self-taught / Bootcamp,AI Researcher,Technology,201-1000,3,Hybrid
R07454,2025,29,Male,United States,Bachelor's,Business Analyst,Consulting,5000+,15,Hybrid
R07455,2026,42,Male,India,Bachelor's,UX Designer,Technology,1001-5000,3,Fully Remote
R07456,2026,35,Female,India,Bachelor's,AI Researcher,E-commerce,1001-5000,3,Fully Remote
R07457,2026,24,Male,Philippines,PhD,Data Analyst,E-commerce,11-50,3,Fully Remote
R07458,2026,31,Female,India,Bachelor's,Product Manager,Finance & Banking,1001-5000,12,On-site
R07459,2025,24,Male,United Kingdom,Self-taught / Bootcamp,UX Designer,Finance & Banking,1-10,4,On-site
R07460,2026,28,Female,Kenya,Master's,DevOps / MLOps Engineer,Government,1-10,2,Hybrid
R07461,2024,37,Female,Indonesia,Master's,Full-Stack Developer,Healthcare,1-10,4,On-site
R07462,2026,39,Male,South Africa,Master's,Business Analyst,Technology,11-50,7,Hybrid
R07463,2025,33,Male,Brazil,Bachelor's,Engineering Manager,E-commerce,201-1000,3,On-site
R07464,2026,25,Female,Australia,PhD,Data Engineer,Media & Entertainment,5000+,3,Fully Remote
R07465,2024,35,Male,United Kingdom,Self-taught / Bootcamp,Software Engineer,Finance & Banking,1-10,32,Fully Remote
R07466,2025,37,Female,France,Master's,Data Engineer,Technology,1001-5000,4,Fully Remote
R07467,2025,18,Male,India,PhD,Data Analyst,Finance & Banking,201-1000,5,Hybrid
R07468,2026,32,Female,Netherlands,PhD,Data Engineer,E-commerce,51-200,5,Fully Remote
R07469,2026,30,Male,India,Master's,Engineering Manager,Technology,51-200,5,On-site
R07470,2025,39,Male,Mexico,Master's,Business Analyst,Finance & Banking,1-10,11,On-site
R07471,2025,35,Prefer not to say,United States,Master's,Business Analyst,Agriculture,1001-5000,14,Hybrid
R07472,2025,35,Male,Brazil,Bachelor's,ML Engineer,Technology,11-50,5,Fully Remote
R07473,2024,28,Female,Canada,Master's,Software Engineer,Technology,1-10,3,Fully Remote
R07474,2024,32,Female,India,Self-taught / Bootcamp,Product Manager,Healthcare,201-1000,18,Fully Remote
R07475,2024,39,Male,United States,Master's,Data Scientist,Technology,201-1000,6,Hybrid
R07476,2025,31,Female,United States,Master's,Data Engineer,Technology,1001-5000,24,On-site
R07477,2026,33,Male,Spain,Bachelor's,Software Engineer,Technology,1001-5000,1,On-site
R07478,2026,19,Female,South Africa,Master's,Business Analyst,Finance & Banking,201-1000,8,On-site
R07479,2024,31,Female,United States,Bachelor's,Full-Stack Developer,Technology,1001-5000,28,Hybrid
R07480,2024,18,Male,United Kingdom,PhD,AI Researcher,Technology,51-200,5,On-site
R07481,2024,27,Male,Germany,Master's,Full-Stack Developer,Manufacturing,11-50,6,Hybrid
R07482,2024,32,Female,Germany,Master's,Business Analyst,Finance & Banking,5000+,9,Hybrid
R07483,2024,38,Male,India,Master's,Software Engineer,Education,51-200,4,Fully Remote
R07484,2025,24,Female,Sweden,Self-taught / Bootcamp,Data Engineer,Healthcare,11-50,5,On-site
R07485,2025,34,Male,Sweden,Bachelor's,DevOps / MLOps Engineer,Energy,5000+,5,On-site
R07486,2025,43,Female,United States,Self-taught / Bootcamp,ML Engineer,Media & Entertainment,1001-5000,4,On-site
R07487,2025,26,Male,Australia,Master's,Full-Stack Developer,Telecom,201-1000,17,On-site
R07488,2024,19,Female,United States,Self-taught / Bootcamp,Business Analyst,E-commerce,11-50,10,On-site
R07489,2025,34,Male,France,Self-taught / Bootcamp,Software Engineer,Consulting,1001-5000,8,Fully Remote
R07490,2026,22,Male,UAE,Bachelor's,Data Engineer,Education,51-200,13,Hybrid
R07491,2024,25,Female,Australia,PhD,Software Engineer,Government,1-10,6,Hybrid
R07492,2024,39,Male,Germany,PhD,Product Manager,Manufacturing,11-50,4,On-site
R07493,2024,47,Female,Israel,Bachelor's,Software Engineer,Finance & Banking,1001-5000,4,On-site
R07494,2024,23,Female,Singapore,Self-taught / Bootcamp,Business Analyst,Technology,1001-5000,7,On-site
R07495,2025,26,Female,India,Master's,Product Manager,Consulting,51-200,3,Fully Remote
R07496,2024,28,Male,United Kingdom,Bachelor's,Data Analyst,Technology,51-200,5,Hybrid
R07497,2025,27,Male,Singapore,Bachelor's,Data Scientist,Education,11-50,5,Hybrid
R07498,2024,47,Male,United States,Master's,Product Manager,Legal,201-1000,32,Hybrid
R07499,2025,27,Male,United States,Bachelor's,DevOps / MLOps Engineer,Technology,51-200,1,On-site
R07500,2024,28,Male,UAE,Bachelor's,ML Engineer,Government,5000+,6,Fully Remote
R07501,2025,44,Female,United States,Self-taught / Bootcamp,Software Engineer,Automotive,1001-5000,24,Fully Remote
R07502,2024,36,Female,Japan,PhD,UX Designer,E-commerce,201-1000,8,On-site
R07503,2024,39,Male,India,Master's,AI Researcher,Education,1001-5000,12,On-site
R07504,2026,24,Female,Nigeria,Bachelor's,Data Analyst,Healthcare,11-50,7,Hybrid
R07505,2025,27,Male,Kenya,Bachelor's,AI Ethics / Policy,Healthcare,1001-5000,4,Fully Remote
R07506,2024,23,Male,Israel,Master's,Data Engineer,Manufacturing,51-200,1,Hybrid
R07507,2025,38,Male,United States,PhD,Data Scientist,Energy,201-1000,8,Fully Remote
R07508,2025,41,Male,Germany,High School,Data Engineer,Automotive,5000+,4,Hybrid
R07509,2025,27,Female,Brazil,Bachelor's,ML Engineer,E-commerce,5000+,4,On-site
R07510,2025,29,Female,Sweden,Self-taught / Bootcamp,ML Engineer,Consulting,1001-5000,5,Fully Remote
R07511,2026,29,Male,India,PhD,Data Scientist,Media & Entertainment,1001-5000,25,Hybrid
R07512,2024,19,Female,United States,Master's,Data Analyst,Finance & Banking,1001-5000,35,Hybrid
R07513,2025,26,Male,India,Master's,DevOps / MLOps Engineer,E-commerce,1001-5000,8,Hybrid
R07514,2024,38,Female,Canada,Bachelor's,Full-Stack Developer,Manufacturing,11-50,5,Fully Remote
R07515,2026,24,Female,Japan,Bachelor's,Data Scientist,Technology,201-1000,3,Fully Remote
R07516,2026,32,Female,Japan,Self-taught / Bootcamp,ML Engineer,Energy,1-10,10,On-site
R07517,2026,21,Male,United States,Master's,DevOps / MLOps Engineer,Healthcare,1-10,25,Fully Remote
R07518,2026,30,Male,Singapore,Master's,AI Researcher,Healthcare,5000+,6,On-site
R07519,2026,27,Male,Australia,Master's,Data Scientist,Telecom,201-1000,1,Fully Remote
R07520,2025,22,Male,United Kingdom,PhD,AI Ethics / Policy,Technology,1-10,11,Hybrid
R07521,2026,38,Male,Brazil,Bachelor's,Full-Stack Developer,Technology,51-200,14,Hybrid
R07522,2026,38,Male,Singapore,Master's,Software Engineer,Finance & Banking,1001-5000,2,Hybrid
R07523,2024,24,Female,India,Master's,AI Researcher,Technology,5000+,8,On-site
R07524,2025,30,Male,South Africa,Bachelor's,Software Engineer,Legal,5000+,10,Fully Remote
R07525,2025,32,Female,United States,Master's,Data Analyst,Education,201-1000,7,On-site
R07526,2026,18,Male,Poland,Master's,Product Manager,Education,51-200,4,Hybrid
R07527,2026,20,Prefer not to say,Netherlands,Master's,Data Analyst,Consulting,51-200,15,On-site
R07528,2026,42,Prefer not to say,Australia,Master's,DevOps / MLOps Engineer,Finance & Banking,1001-5000,5,On-site
R07529,2026,23,Male,United States,Bachelor's,Data Analyst,E-commerce,5000+,2,Hybrid
R07530,2025,42,Prefer not to say,Sweden,Master's,DevOps / MLOps Engineer,Technology,51-200,1,Hybrid
R07531,2024,21,Female,India,Bachelor's,Software Engineer,Technology,1001-5000,17,Hybrid
R07532,2024,37,Male,Netherlands,PhD,ML Engineer,Healthcare,1001-5000,11,Hybrid
R07533,2025,29,Prefer not to say,Mexico,Bachelor's,Data Scientist,Retail,5000+,7,Fully Remote
R07534,2025,30,Male,India,Bachelor's,Product Manager,Healthcare,1001-5000,5,On-site
R07535,2025,46,Male,Sweden,Self-taught / Bootcamp,Student / Intern,Healthcare,5000+,5,Fully Remote
R07536,2025,21,Female,France,Bachelor's,Data Analyst,Telecom,51-200,3,Hybrid
R07537,2026,36,Male,Australia,Bachelor's,ML Engineer,Finance & Banking,1001-5000,5,Hybrid
R07538,2025,36,Male,Sweden,PhD,Data Scientist,E-commerce,201-1000,1,Fully Remote
R07539,2026,58,Prefer not to say,Canada,Bachelor's,AI Researcher,Technology,5000+,4,Fully Remote
R07540,2026,23,Prefer not to say,Germany,Master's,Student / Intern,Telecom,51-200,5,On-site
R07541,2025,26,Female,France,Self-taught / Bootcamp,Student / Intern,Technology,1001-5000,11,Hybrid
R07542,2025,38,Male,Brazil,Self-taught / Bootcamp,Data Scientist,Healthcare,5000+,7,Fully Remote
R07543,2026,30,Non-binary,United States,Bachelor's,Data Engineer,Finance & Banking,1001-5000,12,On-site
R07544,2025,28,Male,India,Bachelor's,ML Engineer,Finance & Banking,1001-5000,18,Fully Remote
R07545,2024,39,Prefer not to say,United States,Master's,Full-Stack Developer,Finance & Banking,5000+,15,Hybrid
R07546,2024,29,Male,United States,Bachelor's,Data Engineer,Healthcare,51-200,10,On-site
R07547,2024,24,Female,Netherlands,Bachelor's,Data Scientist,Retail,11-50,7,Hybrid
R07548,2024,37,Female,United States,Master's,ML Engineer,Media & Entertainment,5000+,3,Fully Remote
R07549,2024,35,Prefer not to say,India,Bachelor's,Data Scientist,Energy,1-10,12,Hybrid
R07550,2024,29,Female,Germany,Self-taught / Bootcamp,AI Researcher,Technology,201-1000,23,Hybrid
R07551,2025,29,Female,South Africa,Master's,Data Scientist,Telecom,51-200,9,Hybrid
R07552,2026,24,Female,India,Master's,DevOps / MLOps Engineer,Healthcare,201-1000,28,Fully Remote
R07553,2025,37,Female,South Korea,PhD,Product Manager,Legal,5000+,2,Hybrid
R07554,2026,29,Female,United Kingdom,Master's,Software Engineer,Education,1-10,3,Fully Remote
R07555,2026,25,Male,United States,PhD,Data Analyst,E-commerce,1001-5000,13,Hybrid
R07556,2025,21,Female,United States,Bachelor's,Student / Intern,Retail,1-10,8,Fully Remote
R07557,2025,35,Male,Germany,Master's,ML Engineer,Healthcare,51-200,18,Fully Remote
R07558,2024,27,Female,United States,PhD,Full-Stack Developer,Government,1001-5000,7,Fully Remote
R07559,2026,18,Male,Brazil,Master's,DevOps / MLOps Engineer,E-commerce,51-200,4,On-site
R07560,2026,22,Prefer not to say,Canada,Bachelor's,DevOps / MLOps Engineer,Media & Entertainment,1001-5000,6,Fully Remote
R07561,2025,30,Male,Japan,PhD,Software Engineer,Finance & Banking,5000+,2,Hybrid
R07562,2024,30,Male,India,Master's,ML Engineer,Healthcare,5000+,3,Hybrid
R07563,2026,30,Non-binary,Brazil,Bachelor's,DevOps / MLOps Engineer,Finance & Banking,5000+,14,Fully Remote
R07564,2024,28,Male,United States,Self-taught / Bootcamp,Engineering Manager,Telecom,11-50,13,Hybrid
R07565,2024,20,Male,Netherlands,Self-taught / Bootcamp,Student / Intern,Retail,51-200,9,On-site
R07566,2026,25,Female,India,Bachelor's,Data Analyst,Media & Entertainment,1001-5000,2,Fully Remote
R07567,2025,41,Male,France,Master's,Data Analyst,Consulting,1001-5000,5,On-site
R07568,2025,40,Male,Mexico,Master's,Software Engineer,Finance & Banking,51-200,3,Hybrid
R07569,2026,36,Female,Canada,Bachelor's,Full-Stack Developer,Technology,201-1000,16,On-site
R07570,2025,35,Prefer not to say,India,High School,ML Engineer,Manufacturing,1001-5000,4,Hybrid
R07571,2025,39,Male,Mexico,Master's,AI Researcher,Manufacturing,201-1000,3,Fully Remote
R07572,2024,23,Male,United Kingdom,Bachelor's,Software Engineer,Finance & Banking,201-1000,7,Hybrid
R07573,2024,32,Male,Netherlands,Master's,UX Designer,Retail,11-50,4,Hybrid
R07574,2026,23,Male,India,Master's,Software Engineer,Finance & Banking,201-1000,20,Hybrid
R07575,2025,23,Male,India,PhD,Business Analyst,Consulting,5000+,4,Hybrid
R07576,2024,34,Male,Australia,PhD,Product Manager,Technology,51-200,2,Hybrid
R07577,2024,39,Male,United States,Master's,Software Engineer,Finance & Banking,1001-5000,1,Hybrid
R07578,2025,30,Female,UAE,Master's,ML Engineer,Education,201-1000,7,Hybrid
R07579,2025,45,Male,United Kingdom,Self-taught / Bootcamp,Full-Stack Developer,Finance & Banking,1001-5000,4,On-site
R07580,2025,33,Male,United States,Bachelor's,AI Researcher,Automotive,1001-5000,2,Hybrid
R07581,2025,25,Female,India,Master's,Product Manager,Education,5000+,16,Fully Remote
R07582,2024,23,Male,South Korea,Master's,Consultant,Media & Entertainment,1001-5000,11,On-site
R07583,2025,40,Female,UAE,Master's,Data Analyst,Education,5000+,7,Fully Remote
R07584,2026,33,Male,Brazil,Bachelor's,Data Engineer,Healthcare,1-10,19,Hybrid
R07585,2024,37,Male,India,Master's,DevOps / MLOps Engineer,Consulting,201-1000,11,Hybrid
R07586,2025,18,Male,Canada,Bachelor's,Product Manager,Technology,1001-5000,4,Hybrid
R07587,2025,33,Male,Kenya,Self-taught / Bootcamp,Data Scientist,Healthcare,201-1000,3,Hybrid
R07588,2025,27,Female,India,Master's,Engineering Manager,Energy,5000+,13,On-site
R07589,2024,20,Prefer not to say,United Kingdom,Bachelor's,ML Engineer,Technology,11-50,9,Hybrid
R07590,2026,31,Male,Canada,Master's,Data Analyst,Technology,201-1000,8,Hybrid
R07591,2025,40,Female,Mexico,Self-taught / Bootcamp,Full-Stack Developer,Agriculture,5000+,4,Fully Remote
R07592,2026,50,Male,Brazil,Self-taught / Bootcamp,AI Researcher,Automotive,1001-5000,11,Fully Remote
R07593,2024,33,Female,India,Bachelor's,Data Scientist,Healthcare,1001-5000,4,Hybrid
R07594,2025,26,Female,United States,PhD,AI Ethics / Policy,Government,201-1000,6,Hybrid
R07595,2026,25,Male,United States,Self-taught / Bootcamp,Data Scientist,Education,51-200,20,Fully Remote
R07596,2025,39,Male,Israel,Master's,Data Scientist,E-commerce,201-1000,4,On-site
R07597,2025,24,Male,Nigeria,Self-taught / Bootcamp,ML Engineer,Consulting,51-200,2,Hybrid
R07598,2025,36,Male,Singapore,Self-taught / Bootcamp,Product Manager,Manufacturing,1001-5000,3,Hybrid
R07599,2024,34,Female,Canada,Master's,Student / Intern,Technology,1001-5000,14,Hybrid
R07600,2025,33,Non-binary,Australia,PhD,Engineering Manager,Telecom,1-10,8,Hybrid
R07601,2024,19,Female,United States,Bachelor's,DevOps / MLOps Engineer,Finance & Banking,201-1000,6,On-site
R07602,2024,29,Male,France,Self-taught / Bootcamp,Full-Stack Developer,Manufacturing,201-1000,5,On-site
R07603,2025,20,Male,Nigeria,Master's,Business Analyst,Government,51-200,10,Hybrid
R07604,2024,27,Male,United States,Master's,Business Analyst,Energy,5000+,4,Fully Remote
R07605,2026,39,Female,India,PhD,Data Engineer,Retail,201-1000,9,On-site
R07606,2026,41,Male,United States,Self-taught / Bootcamp,Software Engineer,Retail,5000+,4,On-site
